RCID	OBJL	BOY_FIELD	BOY_VALUE	LON	LAT
14108	BOYSPP	BOYSPP	7.0	120.601106	39.497265
14109	BOYSPP	BOYSPP	4.0	120.583273	39.249936
14110	BOYSPP	BOYSPP	7.0	120.085614	39.037106
14111	BOYSPP	BOYSPP	7.0	123.338393	38.915441
14112	BOYSPP	BOYSPP	7.0	121.15093	38.550447
14113	BOYSPP	BOYSPP	7.0	121.056265	38.155121
14114	BOYSPP	BOYSPP	7.0	123.499557	37.994957
14115	BOYSPP	BOYSPP	7.0	121.814944	37.763195
14116	BOYSPP	BOYSPP	7.0	123.49589	36.854643
14117	BOYSPP	BOYSPP	7.0	121.384467	36.200374
24574	BOYSPP	BOYSPP	7.0	123.5961667	39.3268333
24647	BOYSPP	BOYSPP	4.0	124.0569444	36.1333333
14118	BOYSAW	BOYSAW	4.0	118.357	38.541077
14093	BOYISD	BOYISD	4.0	121.145458	39.597236
14094	BOYISD	BOYISD	4.0	119.841007	39.386434
14095	BOYISD	BOYISD	4.0	119.911616	38.5964
14096	BOYISD	BOYISD	4.0	122.380732	38.071882
14097	BOYISD	BOYISD	4.0	118.594684	38.228007
14098	BOYISD	BOYISD	4.0	119.543262	38.7075
15820	BOYSPP	BOYSPP	7.0	123.745933	35.078519
15821	BOYSPP	BOYSPP	7.0	123.500887	31.250176
15822	BOYSPP	BOYSPP	7.0	124.499933	31.000082
15823	BOYSPP	BOYSPP	4.0	126.14105	33.79361
15824	BOYSPP	BOYSPP	7.0	120.818455	33.72739
15825	BOYSPP	BOYSPP	7.0	123.486428	35.241586
15826	BOYSPP	BOYSPP	7.0	120.744141	35.243252
15827	BOYSPP	BOYSPP	4.0	123.002992	35.237975
15829	BOYSPP	BOYSPP	7.0	122.01112	35.254919
15842	BOYSPP	BOYSPP	1.0	126.825706	30.987213
15843	BOYSPP	BOYSPP	1.0	128.418301	34.220317
22269	BOYSPP	BOYSPP	4.0	123.0624444	32.6607222
23163	BOYSPP	BOYSPP	4.0	124.1333333	35.0
23186	BOYSPP	BOYSPP	7.0	124.5101667	35.4270833
23192	BOYSPP	BOYSPP	7.0	126.26025	32.0523889
23194	BOYSPP	BOYSPP	7.0	124.0940278	32.8853333
23199	BOYSPP	BOYSPP	4.0	126.4	31.6666667
23263	BOYSPP	BOYSPP	7.0	129.4861111	31.6219444
39934	BOYSPP	BOYSPP	1.0	126.201829	30.330464
39935	BOYSPP	BOYSPP	7.0	122.997754	30.03158
39936	BOYSPP	BOYSPP	7.0	123.999921	29.499922
39937	BOYSPP	BOYSPP	7.0	121.391917	27.542975
39938	BOYSPP	BOYSPP	4.0	122.500763	27.499955
39939	BOYSPP	BOYSPP	7.0	122.499944	26.916632
39940	BOYSPP	BOYSPP	7.0	121.999952	26.499972
39941	BOYSPP	BOYSPP	7.0	121.000569	27.009431
15722	BOYSPP	BOYSPP	4.0	123.984926	24.674889
19969	BOYSPP	BOYSPP	2.0	124.0367778	21.3134722
5967	BOYSPP	BOYSPP	4.0	113.983321	21.483413
5968	BOYSPP	BOYSPP	4.0	114.000714	20.999519
5969	BOYSPP	BOYSPP	4.0	115.613299	20.691584
5970	BOYSPP	BOYSPP	7.0	118.198911	23.636739
5971	BOYSPP	BOYSPP	4.0	115.619232	19.936053
5972	BOYSPP	BOYSPP	4.0	118.183244	21.6833
5973	BOYSPP	BOYSPP	4.0	117.833208	20.683604
5974	BOYSPP	BOYSPP	7.0	119.300702	24.483687
5975	BOYSPP	BOYSPP	7.0	120.714313	26.2885
5976	BOYSPP	BOYSPP	7.0	122.616503	25.699898
5977	BOYSPP	BOYSPP	7.0	116.167167	22.145515
5978	BOYSPP	BOYSPP	7.0	114.866633	21.883297
5979	BOYSPP	BOYSPP		122.699835	21.899963
5980	BOYSPP	BOYSPP	7.0	120.306264	25.499069
5981	BOYSPP	BOYSPP	4.0	117.339925	22.333289
5982	BOYSPP	BOYSPP	4.0	122.499838	26.166557
5983	BOYSPP	BOYSPP	4.0	118.999897	22.599951
5984	BOYSPP	BOYSPP	7.0	122.739834	26.01556
6028	BOYSPP	BOYSPP	1.0	119.6722222	22.9983333
32036	BOYSPP	BOYSPP	1.0	118.8533333	21.0555556
35411	BOYSPP	BOYSPP	4.0	117.4861944	22.6598056
35423	BOYSPP	BOYSPP	2.0	119.2677778	20.6186111
15263	BOYSPP	BOYSPP	4.0	111.275236	20.572836
15264	BOYSPP	BOYSPP	4.0	110.943333	20.516666
15265	BOYSPP	BOYSPP	4.0	109.166605	20.499921
15266	BOYSPP	BOYSPP	4.0	109.062495	20.140205
15268	BOYSPP	BOYSPP	4.0	115.543831	19.808905
15269	BOYSPP	BOYSPP	4.0	112.327695	19.675626
15271	BOYSPP	BOYSPP	4.0	108.619947	20.476033
15272	BOYSPP	BOYSPP	4.0	109.23327	20.36659
15273	BOYSPP	BOYSPP	4.0	108.940386	20.202843
15274	BOYSPP	BOYSPP	4.0	110.288061	18.088837
15345	BOYSPP	BOYSPP	4.0	112.501549	19.416606
15346	BOYSPP	BOYSPP	4.0	112.398217	18.871616
15347	BOYSPP	BOYSPP	4.0	111.99489	18.869949
23814	BOYSPP	BOYSPP	7.0	112.6226137	21.1165848
23820	BOYSPP	BOYSPP	7.0	111.5301667	19.6347222
23825	BOYSPP	BOYSPP	7.0	110.9955833	19.0033889
23829	BOYSPP	BOYSPP	7.0	111.1996111	19.2018611
23831	BOYSPP	BOYSPP	7.0	111.8301667	19.3480833
23835	BOYSPP	BOYSPP	7.0	110.9968056	18.5090833
11749	BOYSPP	BOYSPP	4.0	115.833294	15.499994
18145	BOYSPP	BOYSPP		114.321579	10.391308
5303	BOYSPP	BOYSPP	1.0	114.728259	8.145816
5304	BOYSPP	BOYSPP	1.0	114.437278	7.943301
5305	BOYLAT	BOYLAT	2.0	113.774714	7.369961
12533	BOYSPP	BOYSPP	4.0	123.560652	39.221321
12534	BOYSPP	BOYSPP	4.0	123.239324	39.443151
12535	BOYSPP	BOYSPP	4.0	123.159158	39.443318
12536	BOYSPP	BOYSPP	4.0	123.173658	39.516816
12537	BOYSPP	BOYSPP	4.0	123.235157	39.51665
21928	BOYSPP	BOYSPP	7.0	123.3383324	38.9157247
27057	BOYSPP	BOYSPP	7.0	123.5961667	39.3268333
27077	BOYSPP	BOYSPP	4.0	123.2784722	39.3912222
27080	BOYSPP	BOYSPP	4.0	123.2800833	39.4523611
27083	BOYSPP	BOYSPP	4.0	123.3941944	39.4506667
27086	BOYSPP	BOYSPP	4.0	123.3755833	39.3909444
27091	BOYSPP	BOYSPP	1.0	124.889494	38.699914
12513	BOYLAT	BOYLAT	4.0	123.219824	39.63262
12514	BOYLAT	BOYLAT	4.0	123.245851	39.574538
12515	BOYLAT	BOYLAT	4.0	123.035105	39.566843
12516	BOYLAT	BOYLAT	4.0	123.063188	39.529511
12517	BOYLAT	BOYLAT	4.0	123.996747	39.577043
12518	BOYLAT	BOYLAT	4.0	123.097186	39.477438
12520	BOYLAT	BOYLAT	1.0	124.889194	38.634428
12521	BOYLAT	BOYLAT	2.0	124.840038	38.624645
12512	BOYISD	BOYISD	4.0	124.065282	39.642953
14426	BOYSPP	BOYSPP	4.0	120.583325	39.249984
14427	BOYSPP	BOYSPP	4.0	121.049983	38.849991
20168	BOYSPP	BOYSPP	7.0	121.1509161	38.550583
14340	BOYLAT	BOYLAT	4.0	122.420044	39.3369
14341	BOYLAT	BOYLAT	4.0	122.460932	39.325011
14342	BOYLAT	BOYLAT	4.0	122.429488	39.2969
14343	BOYLAT	BOYLAT	4.0	122.362962	39.275484
14344	BOYLAT	BOYLAT	4.0	122.486404	39.273595
14345	BOYLAT	BOYLAT	4.0	122.392378	39.261623
14346	BOYLAT	BOYLAT	4.0	122.550653	39.251429
14347	BOYLAT	BOYLAT	4.0	122.228825	39.224735
14348	BOYLAT	BOYLAT	4.0	122.348518	39.12932
14349	BOYLAT	BOYLAT	4.0	122.271797	39.094793
14350	BOYLAT	BOYLAT	4.0	120.934985	38.376749
14351	BOYLAT	BOYLAT	4.0	120.955651	38.371305
14215	BOYISD	BOYISD	4.0	122.637374	39.418148
14216	BOYISD	BOYISD	4.0	122.038227	38.955298
11625	BOYSPP	BOYSPP	4.0	121.983697	40.620633
11626	BOYSPP	BOYSPP	4.0	121.401079	40.400594
11627	BOYSPP	BOYSPP	4.0	121.988402	40.377233
11629	BOYSPP	BOYSPP	7.0	120.601148	39.497332
21371	BOYSPP	BOYSPP	4.0	121.7930278	40.5145833
11684	BOYLAT	BOYLAT	4.0	122.015973	40.532248
11685	BOYLAT	BOYLAT	4.0	121.955708	40.302124
11686	BOYLAT	BOYLAT	4.0	121.85346	40.281041
11687	BOYLAT	BOYLAT	2.0	121.369652	40.174912
11688	BOYLAT	BOYLAT	4.0	121.649686	40.155293
11689	BOYLAT	BOYLAT	4.0	120.04585	40.002878
11690	BOYLAT	BOYLAT	4.0	119.672764	39.801815
11691	BOYLAT	BOYLAT	4.0	121.937125	40.550953
11692	BOYLAT	BOYLAT	4.0	121.802933	40.373206
11693	BOYLAT	BOYLAT	4.0	121.861516	40.423899
11694	BOYLAT	BOYLAT	4.0	121.91557	40.459954
11695	BOYLAT	BOYLAT	4.0	120.141322	40.04535
11696	BOYLAT	BOYLAT	4.0	121.977588	40.400655
11697	BOYLAT	BOYLAT	4.0	122.102253	40.351323
11698	BOYLAT	BOYLAT	4.0	121.071307	40.601257
11699	BOYLAT	BOYLAT	4.0	120.023352	40.018351
11787	BOYSAW	BOYSAW	4.0	119.775577	39.78016
11741	BOYISD	BOYISD	4.0	121.1455	39.597302
11738	BOYCAR	BOYCAR	4.0	121.746323	40.215458
11739	BOYCAR	BOYCAR	4.0	121.781323	40.198625
11740	BOYCAR	BOYCAR	4.0	121.724935	40.12946
495	BOYSPP	BOYSPP	4.0	119.230721	39.150293
496	BOYSPP	BOYSPP	4.0	119.179055	39.086961
497	BOYSPP	BOYSPP	4.0	118.146656	38.865826
498	BOYSPP	BOYSPP	4.0	118.548314	38.854986
499	BOYSPP	BOYSPP	4.0	117.867437	38.578803
500	BOYSPP	BOYSPP	4.0	119.509411	39.298957
503	BOYSPP	BOYSPP	4.0	118.026352	38.825021
504	BOYSPP	BOYSPP	7.0	120.085624	39.037156
506	BOYSPP	BOYSPP	4.0	117.90616	38.68394
3660	BOYSPP	BOYSPP	4.0	118.029068	38.991972
3781	BOYSPP	BOYSPP	4.0	119.3805278	39.4495833
3784	BOYSPP	BOYSPP	4.0	119.2961111	39.4764722
3807	BOYSPP	BOYSPP	4.0	119.39075	39.4430833
3810	BOYSPP	BOYSPP	4.0	119.3310833	39.4768333
634	BOYLAT	BOYLAT	4.0	118.277236	38.506554
637	BOYLAT	BOYLAT	4.0	118.421568	38.929353
638	BOYLAT	BOYLAT	1.0	118.2254167	38.8590833
639	BOYLAT	BOYLAT	4.0	118.693952	38.955352
640	BOYLAT	BOYLAT	4.0	118.457595	38.663441
641	BOYLAT	BOYLAT	2.0	118.406179	38.622302
642	BOYLAT	BOYLAT	1.0	118.368736	38.599275
643	BOYLAT	BOYLAT	2.0	118.320542	38.560276
644	BOYLAT	BOYLAT	1.0	118.267171	38.540006
645	BOYLAT	BOYLAT	2.0	118.195514	38.503875
646	BOYLAT	BOYLAT	4.0	118.111795	38.765133
647	BOYLAT	BOYLAT	4.0	117.960798	38.762772
649	BOYLAT	BOYLAT	4.0	117.8298333	38.8322222
650	BOYLAT	BOYLAT	4.0	117.903878	39.117064
3655	BOYLAT	BOYLAT	4.0	117.9344444	38.8086944
3735	BOYLAT	BOYLAT	4.0	118.23215	38.486964
3769	BOYLAT	BOYLAT	4.0	119.2730833	38.9890278
3771	BOYLAT	BOYLAT	1.0	119.1545278	39.0875556
630	BOYSAW	BOYSAW	4.0	118.356707	38.541165
632	BOYSAW	BOYSAW	4.0	118.108296	38.78755
633	BOYSAW	BOYSAW	4.0	118.133045	38.760995
3650	BOYSAW	BOYSAW	4.0	118.0413333	38.7866667
602	BOYISD	BOYISD	4.0	118.923893	39.044712
603	BOYISD	BOYISD	4.0	118.147983	38.89566
604	BOYISD	BOYISD	4.0	117.965687	38.891631
605	BOYISD	BOYISD	4.0	119.908867	38.594647
606	BOYISD	BOYISD	4.0	119.364608	39.470816
607	BOYISD	BOYISD	4.0	119.373524	39.480593
608	BOYISD	BOYISD	4.0	119.229249	38.871631
609	BOYISD	BOYISD	4.0	118.643314	38.674996
610	BOYISD	BOYISD	4.0	117.804828	38.680524
611	BOYISD	BOYISD	4.0	118.617676	38.653024
612	BOYISD	BOYISD	4.0	119.129084	38.827882
613	BOYISD	BOYISD	4.0	118.856922	38.551304
614	BOYISD	BOYISD	4.0	119.841016	39.386484
615	BOYISD	BOYISD	4.0	119.504105	39.248486
616	BOYISD	BOYISD	4.0	119.818684	39.19007
617	BOYISD	BOYISD	4.0	119.107084	38.807105
618	BOYISD	BOYISD	4.0	118.102323	38.869882
3641	BOYISD	BOYISD	4.0	119.5433056	38.7075556
3661	BOYISD	BOYISD	4.0	118.8599167	38.84875
3679	BOYISD	BOYISD	4.0	118.8443333	38.8536944
3831	BOYISD	BOYISD	4.0	119.5539444	38.6056389
3834	BOYISD	BOYISD	4.0	119.5973056	38.5418611
3837	BOYISD	BOYISD	4.0	119.7504167	38.9025833
3840	BOYISD	BOYISD	4.0	119.5455833	38.6358056
652	BOYCAR	BOYCAR	4.0	117.721441	38.672524
6965	BOYSPP	BOYSPP	4.0	119.408302	37.491659
6966	BOYSPP	BOYSPP	4.0	120.183289	37.949985
6967	BOYSPP	BOYSPP	4.0	118.224988	38.316645
6968	BOYSPP	BOYSPP	4.0	119.106057	37.405883
6969	BOYSPP	BOYSPP	4.0	119.176083	37.349995
6970	BOYSPP	BOYSPP	4.0	119.726491	37.38105
10317	BOYSPP	BOYSPP	7.0	119.8511104	38.0349726
10398	BOYSPP	BOYSPP	4.0	117.8067222	38.4540278
6925	BOYLAT	BOYLAT	4.0	120.164589	37.637152
6926	BOYLAT	BOYLAT	4.0	119.867939	37.555527
6927	BOYLAT	BOYLAT	4.0	119.779866	37.241935
6928	BOYLAT	BOYLAT	4.0	119.49963	37.184442
6930	BOYLAT	BOYLAT	2.0	118.452978	38.180642
6932	BOYLAT	BOYLAT	4.0	120.2045833	37.6860556
6933	BOYLAT	BOYLAT	4.0	119.977875	37.471549
6934	BOYLAT	BOYLAT	4.0	119.104751	38.169065
6935	BOYLAT	BOYLAT	4.0	120.376685	37.914746
6936	BOYLAT	BOYLAT	4.0	120.00318	37.663323
6937	BOYLAT	BOYLAT	4.0	119.99943	37.584658
6938	BOYLAT	BOYLAT	4.0	119.16825	37.328885
6939	BOYLAT	BOYLAT	4.0	119.798017	37.29608
6943	BOYLAT	BOYLAT	1.0	118.101101	38.465809
6946	BOYLAT	BOYLAT	1.0	118.009386	38.424435
6947	BOYLAT	BOYLAT	4.0	118.298431	38.377117
6948	BOYLAT	BOYLAT	4.0	118.188239	38.339423
6949	BOYLAT	BOYLAT	4.0	119.280665	37.447549
6950	BOYLAT	BOYLAT	4.0	119.166667	37.413883
6952	BOYLAT	BOYLAT	4.0	119.411385	37.422383
6953	BOYLAT	BOYLAT	4.0	119.526326	37.507325
6954	BOYLAT	BOYLAT	4.0	119.29666	37.337383
6955	BOYLAT	BOYLAT	4.0	119.384471	37.399606
6956	BOYLAT	BOYLAT	4.0	119.583882	37.549714
6957	BOYLAT	BOYLAT	2.0	117.926982	38.38261
6958	BOYLAT	BOYLAT	4.0	119.470606	37.463299
6960	BOYLAT	BOYLAT	4.0	118.145795	38.444393
10439	BOYLAT	BOYLAT	4.0	119.1156944	38.1460278
6961	BOYSAW	BOYSAW	4.0	119.061078	37.386646
6963	BOYSAW	BOYSAW	4.0	118.205524	38.259774
10435	BOYSAW	BOYSAW	4.0	119.2098611	38.2016111
6315	BOYISD	BOYISD	4.0	118.987059	38.260063
6316	BOYISD	BOYISD	4.0	118.594609	38.227992
6317	BOYISD	BOYISD	4.0	120.116317	37.654268
6318	BOYISD	BOYISD	4.0	118.813865	38.41422
6319	BOYISD	BOYISD	4.0	119.841017	38.386477
6320	BOYISD	BOYISD	4.0	118.162878	38.274035
6321	BOYISD	BOYISD	4.0	119.351358	38.167981
6322	BOYISD	BOYISD	4.0	119.363886	37.549714
6323	BOYISD	BOYISD	4.0	119.555243	37.758488
6325	BOYISD	BOYISD	4.0	119.370663	38.024595
6326	BOYISD	BOYISD	4.0	119.321497	37.816293
6327	BOYISD	BOYISD	4.0	119.426607	37.475799
6328	BOYISD	BOYISD	4.0	118.222794	38.334034
10488	BOYISD	BOYISD	4.0	119.5758611	38.3149722
6973	BOYCAR	BOYCAR	4.0	119.977847	37.495104
11326	BOYSPP	BOYSPP	4.0	121.063818	37.746271
11330	BOYSPP	BOYSPP	7.0	121.056318	38.155153
11332	BOYSPP	BOYSPP	4.0	120.767211	37.841936
11333	BOYSPP	BOYSPP	4.0	120.768211	37.879991
11226	BOYLAT	BOYLAT	4.0	120.51466	38.093598
11227	BOYLAT	BOYLAT	4.0	120.690769	38.042599
11228	BOYLAT	BOYLAT	4.0	120.870765	38.011933
11229	BOYLAT	BOYLAT	4.0	120.667436	38.005822
11230	BOYLAT	BOYLAT	4.0	120.449384	38.005267
11231	BOYLAT	BOYLAT	4.0	120.862432	37.971351
11232	BOYLAT	BOYLAT	4.0	120.970764	37.936907
11234	BOYLAT	BOYLAT	4.0	120.97743	38.011933
11235	BOYLAT	BOYLAT	4.0	121.176566	37.617023
11236	BOYLAT	BOYLAT	4.0	120.733061	37.871064
11237	BOYLAT	BOYLAT	4.0	120.888172	37.850154
11238	BOYLAT	BOYLAT	4.0	121.266365	37.633431
11239	BOYLAT	BOYLAT	4.0	121.311341	37.663134
11241	BOYLAT	BOYLAT	4.0	120.572354	37.797712
11242	BOYLAT	BOYLAT	4.0	120.520161	37.86713
11243	BOYLAT	BOYLAT	4.0	120.598139	37.898567
11244	BOYLAT	BOYLAT	4.0	120.691025	37.880158
11245	BOYLAT	BOYLAT	4.0	120.578532	37.810169
11246	BOYLAT	BOYLAT	4.0	120.888444	37.871067
11250	BOYLAT	BOYLAT	4.0	121.236231	37.961684
11251	BOYLAT	BOYLAT	4.0	121.198121	37.881324
11252	BOYLAT	BOYLAT	4.0	121.172955	37.805631
11253	BOYLAT	BOYLAT	4.0	121.147927	37.757326
11254	BOYLAT	BOYLAT	4.0	120.567437	38.06471
11255	BOYLAT	BOYLAT	4.0	121.142705	37.734077
11256	BOYLAT	BOYLAT	4.0	121.261537	38.037349
11257	BOYLAT	BOYLAT	4.0	120.894598	37.837547
11310	BOYISD	BOYISD	4.0	122.380784	38.071914
11311	BOYCAR	BOYCAR	4.0	120.936375	38.344705
11312	BOYCAR	BOYCAR	4.0	120.598041	37.880249
7899	BOYSPP	BOYSPP	7.0	123.746008	35.078597
7901	BOYSPP	BOYSPP	7.0	124.49991	30.999996
7908	BOYSPP	BOYSPP	4.0	123.002991	35.23798
7912	BOYSPP	BOYSPP	7.0	122.011118	35.254924
7914	BOYSPP	BOYSPP	7.0	123.486427	35.241591
7928	BOYSPP	BOYSPP	4.0	123.062378	32.66069
12771	BOYSPP	BOYSPP	4.0	124.1333333	35.0
12777	BOYSPP	BOYSPP	7.0	124.5101667	35.4270833
12779	BOYSPP	BOYSPP	7.0	124.0940278	32.8853333
12806	BOYSPP	BOYSPP	4.0	124.0569444	36.1333333
12719	BOYSPP	BOYSPP	4.0	121.542596	37.627788
12720	BOYSPP	BOYSPP	4.0	121.992426	37.625212
12721	BOYSPP	BOYSPP	4.0	122.125757	37.625211
12722	BOYSPP	BOYSPP	4.0	121.421666	37.606921
12723	BOYSPP	BOYSPP	4.0	122.125757	37.60188
12724	BOYSPP	BOYSPP	4.0	121.992426	37.601878
12725	BOYSPP	BOYSPP	4.0	121.599984	37.581576
12726	BOYSPP	BOYSPP	4.0	121.600333	37.552227
12727	BOYSPP	BOYSPP	4.0	122.54998	37.499978
12728	BOYSPP	BOYSPP	7.0	121.813769	37.762918
12729	BOYSPP	BOYSPP	7.0	121.763631	37.694197
12730	BOYSPP	BOYSPP	4.0	121.886074	37.673614
12731	BOYSPP	BOYSPP	4.0	121.825436	37.68603
12732	BOYSPP	BOYSPP	7.0	123.495963	36.854656
12733	BOYSPP	BOYSPP	7.0	122.004822	37.542144
12734	BOYSPP	BOYSPP	7.0	122.669644	37.352647
16895	BOYSPP	BOYSPP	7.0	121.6138333	36.6916667
12574	BOYLAT	BOYLAT	4.0	122.673838	37.284093
12575	BOYLAT	BOYLAT	4.0	122.667061	37.27401
12576	BOYLAT	BOYLAT	4.0	122.50948	37.116707
12577	BOYLAT	BOYLAT	4.0	122.621395	37.112235
12578	BOYLAT	BOYLAT	4.0	122.596728	36.965071
12579	BOYLAT	BOYLAT	4.0	121.563208	37.524361
12580	BOYLAT	BOYLAT	4.0	122.130008	36.929676
12581	BOYLAT	BOYLAT	4.0	122.084097	36.841212
12582	BOYLAT	BOYLAT	4.0	121.466447	36.690354
12837	BOYISD	BOYISD	4.0	122.403318	36.634471
2776	BOYSPP	BOYSPP	4.0	120.916651	36.099988
2780	BOYSPP	BOYSPP	7.0	121.382476	36.19982
2781	BOYSPP	BOYSPP	4.0	121.216646	36.177765
2610	BOYLAT	BOYLAT	4.0	121.221957	36.631418
2616	BOYLAT	BOYLAT	4.0	120.476316	36.006856
17307	BOYSPP	BOYSPP	4.0	120.005387	34.715027
17429	BOYSPP	BOYSPP	4.0	119.609743	35.253724
17430	BOYSPP	BOYSPP	4.0	119.841033	35.157458
17431	BOYSPP	BOYSPP	4.0	119.644757	35.152431
17432	BOYSPP	BOYSPP	4.0	119.848587	34.937543
17433	BOYSPP	BOYSPP	4.0	119.726673	34.886433
17434	BOYSPP	BOYSPP	4.0	119.570841	34.82085
17435	BOYSPP	BOYSPP	4.0	119.993001	34.597965
17436	BOYSPP	BOYSPP	4.0	120.137539	35.764159
17437	BOYSPP	BOYSPP	4.0	119.949977	35.408318
17438	BOYSPP	BOYSPP	4.0	119.585895	34.736081
17439	BOYSPP	BOYSPP	4.0	119.729559	34.788522
17441	BOYSPP	BOYSPP	4.0	119.817921	35.502287
17442	BOYSPP	BOYSPP	4.0	119.817808	35.552318
17443	BOYSPP	BOYSPP	4.0	119.880972	35.50912
17444	BOYSPP	BOYSPP	4.0	120.216649	35.816631
17445	BOYSPP	BOYSPP	4.0	120.072402	35.765215
17446	BOYSPP	BOYSPP	4.0	119.538256	35.014934
17447	BOYSPP	BOYSPP	4.0	119.453974	35.02339
17448	BOYSPP	BOYSPP	4.0	119.429841	35.005634
17449	BOYSPP	BOYSPP	4.0	119.396664	35.036853
17450	BOYSPP	BOYSPP	4.0	119.638976	35.378832
17451	BOYSPP	BOYSPP	4.0	119.876988	35.295306
17452	BOYSPP	BOYSPP	4.0	119.736824	35.353472
17453	BOYSPP	BOYSPP	4.0	119.658325	35.385971
17454	BOYSPP	BOYSPP	4.0	119.77149	35.186641
17455	BOYSPP	BOYSPP	4.0	119.942182	34.868675
17456	BOYSPP	BOYSPP	4.0	120.074485	34.924035
17458	BOYSPP	BOYSPP	4.0	119.816573	35.487615
17459	BOYSPP	BOYSPP	4.0	120.479339	35.100337
17460	BOYSPP	BOYSPP	4.0	120.565977	35.099976
17461	BOYSPP	BOYSPP	4.0	119.848381	34.838882
17462	BOYSPP	BOYSPP	4.0	120.815417	34.248963
17463	BOYSPP	BOYSPP	4.0	120.396646	34.353906
17464	BOYSPP	BOYSPP	4.0	119.766646	34.795099
17465	BOYSPP	BOYSPP	4.0	119.840001	34.825953
17466	BOYSPP	BOYSPP	4.0	119.892155	34.845897
20984	BOYSPP	BOYSPP	7.0	120.7441667	35.2433333
24391	BOYSPP	BOYSPP	7.0	120.313787	35.8872173
24727	BOYSPP	BOYSPP	7.0	120.0397362	34.9603792
24783	BOYSPP	BOYSPP	7.0	119.6121389	35.2858056
24786	BOYSPP	BOYSPP	4.0	120.8288056	34.2681111
24790	BOYSPP	BOYSPP	4.0	120.4791667	34.5429167
24793	BOYSPP	BOYSPP	4.0	120.7391944	34.3304167
24796	BOYSPP	BOYSPP	4.0	120.8183611	34.3090556
17297	BOYLAT	BOYLAT	4.0	119.573549	35.339333
17298	BOYLAT	BOYLAT	4.0	119.9594722	34.6249722
17301	BOYLAT	BOYLAT	4.0	120.448256	35.986017
17302	BOYLAT	BOYLAT	4.0	120.614087	35.981295
17304	BOYLAT	BOYLAT	4.0	119.581465	35.050005
17305	BOYLAT	BOYLAT	4.0	119.513272	35.048533
17306	BOYLAT	BOYLAT	4.0	119.417579	35.051283
17308	BOYLAT	BOYLAT	4.0	119.496425	35.115352
17309	BOYLAT	BOYLAT	4.0	119.988223	35.331928
17310	BOYLAT	BOYLAT	4.0	119.917985	35.383596
17311	BOYLAT	BOYLAT	4.0	119.862071	35.445521
17312	BOYLAT	BOYLAT	4.0	119.777586	35.552292
17313	BOYLAT	BOYLAT	4.0	119.300778	35.010707
17314	BOYLAT	BOYLAT	4.0	119.449167	34.964078
17315	BOYLAT	BOYLAT	4.0	119.549953	34.958056
17316	BOYLAT	BOYLAT	4.0	119.397591	34.979195
17317	BOYLAT	BOYLAT	4.0	119.615993	34.670789
17318	BOYLAT	BOYLAT	4.0	119.664825	35.214335
17319	BOYLAT	BOYLAT	4.0	119.529966	35.27014
17320	BOYLAT	BOYLAT	4.0	119.777129	35.171947
17321	BOYLAT	BOYLAT	4.0	119.713463	34.825898
17322	BOYLAT	BOYLAT	4.0	119.652712	34.795629
17323	BOYLAT	BOYLAT	4.0	119.631242	34.786537
17325	BOYLAT	BOYLAT	4.0	119.839612	35.459929
17326	BOYLAT	BOYLAT	4.0	119.795617	35.513513
17327	BOYLAT	BOYLAT	4.0	120.327905	34.29222
17328	BOYLAT	BOYLAT	4.0	120.000153	34.946257
17329	BOYLAT	BOYLAT	4.0	119.941348	34.92159
17330	BOYLAT	BOYLAT	4.0	119.872627	34.887619
17331	BOYLAT	BOYLAT	4.0	119.827378	34.87373
17332	BOYLAT	BOYLAT	4.0	119.787156	34.851758
17333	BOYLAT	BOYLAT	4.0	119.645778	34.775308
17334	BOYLAT	BOYLAT	4.0	119.903932	35.103476
17335	BOYLAT	BOYLAT	4.0	119.777573	35.11592
17336	BOYLAT	BOYLAT	4.0	119.640853	35.117893
17337	BOYLAT	BOYLAT	4.0	119.516828	35.101171
17338	BOYLAT	BOYLAT	4.0	119.451369	35.099088
17471	BOYSAW	BOYSAW	4.0	119.992891	34.638187
17472	BOYSAW	BOYSAW	4.0	120.528588	35.988211
17473	BOYSAW	BOYSAW	4.0	119.623832	34.956052
17474	BOYSAW	BOYSAW	4.0	119.635423	35.046688
17475	BOYSAW	BOYSAW	4.0	120.344389	34.281663
17478	BOYCAR	BOYCAR	4.0	120.269093	35.911296
17479	BOYCAR	BOYCAR	4.0	120.030625	35.639725
17480	BOYCAR	BOYCAR	4.0	120.116651	35.869685
17481	BOYCAR	BOYCAR	4.0	119.759883	35.555909
5324	BOYSPP	BOYSPP	4.0	120.873102	33.374309
5325	BOYSPP	BOYSPP	4.0	120.878879	33.329754
5326	BOYSPP	BOYSPP	4.0	120.916879	33.227256
5327	BOYSPP	BOYSPP	4.0	121.651672	33.014704
5328	BOYSPP	BOYSPP	4.0	121.620117	33.01401
5329	BOYSPP	BOYSPP	4.0	120.891712	33.566556
5330	BOYSPP	BOYSPP	4.0	120.891268	33.520862
5331	BOYSPP	BOYSPP	7.0	120.818408	33.727414
5332	BOYSPP	BOYSPP	4.0	120.881379	33.221812
5337	BOYSPP	BOYSPP	4.0	121.314872	32.653683
5338	BOYSPP	BOYSPP	4.0	121.158819	32.610267
5339	BOYSPP	BOYSPP	4.0	121.132181	32.595323
