RCID	OBJL	BOY_FIELD	BOY_VALUE	LON	LAT
8404	BOYSPP	BOYSPP	4.0	120.953571	31.77751
8405	BOYSPP	BOYSPP	4.0	120.808845	32.008102
8274	BOYLAT	BOYLAT	4.0	120.787844	32.020967
8275	BOYLAT	BOYLAT	4.0	120.763421	32.014824
8276	BOYLAT	BOYLAT	4.0	120.825358	31.996227
8277	BOYLAT	BOYLAT	4.0	120.779895	32.023153
8279	BOYLAT	BOYLAT	4.0	120.902329	31.828822
8280	BOYLAT	BOYLAT	4.0	120.864592	31.949179
8283	BOYLAT	BOYLAT	4.0	120.92671	31.874931
8284	BOYLAT	BOYLAT	4.0	120.92945	31.860479
8285	BOYLAT	BOYLAT	4.0	120.927845	31.869135
