lon lat depth
122.065568 29.960680 29.30
122.063175 29.954356 24.30
122.070059 29.951242 23.30
122.069628 29.948087 25.20
122.064528 29.941255 28.20
122.051767 29.947960 25.60
122.058987 29.954317 30.40
122.055013 29.954258 28.40
122.051419 29.963777 20.80
122.070464 29.973123 30.50
122.083639 29.969505 31.00
122.080179 29.970303 27.40
122.085525 29.972874 27.20
122.084382 29.975980 29.80
122.075167 29.976261 29.30
122.092462 29.971107 23.60
122.097425 29.973271 26.90
122.094776 29.967078 21.50
122.080228 29.956644 30.00
122.075239 29.957678 25.00
122.075347 29.962706 26.20
122.122710 29.967376 28.60
122.124443 29.975067 23.60
122.127131 29.978097 20.10
122.124454 29.980731 30.20
122.123221 29.982754 23.70
122.114322 29.983813 21.20
122.107542 29.981413 23.70
122.098177 29.986483 29.10
122.099166 29.984137 30.90
122.091800 29.987192 20.30
122.099807 29.990029 29.70
122.107010 29.990754 22.90
122.100737 29.992534 21.40
122.108964 29.986984 23.20
122.104332 29.987731 27.40
122.118772 29.987153 30.10
122.123726 29.988048 25.80
122.116977 29.987919 29.90
122.117749 29.990459 20.30
122.129971 29.988588 20.20
122.138585 29.989205 20.80
122.158780 29.991278 31.00
122.155534 29.990458 24.00
122.163791 29.991458 22.80
122.166215 29.993133 20.30
122.165549 29.992143 30.40
122.168672 29.987824 24.60
122.170280 29.989417 30.50
122.148405 29.981573 24.40
122.179233 29.978499 22.00
122.184570 29.974100 20.10
122.052737 29.935380 24.70
122.041016 29.935140 21.80
122.048736 29.938491 21.50
122.125911 29.861211 20.50
122.104029 29.859593 21.20
122.129348 29.864549 24.90
122.129464 29.858408 23.30
122.133135 29.860696 29.10
122.140339 29.855628 28.40
122.133785 29.856043 25.10
122.136687 29.853644 24.60
122.129570 29.853677 20.80
122.136798 29.848839 21.60
122.140332 29.850912 23.90
122.133477 29.851303 21.40
122.158383 29.836055 27.40
122.144362 29.836160 23.80
122.144142 29.840793 22.40
122.144102 29.845514 23.20
122.147845 29.844881 31.00
122.140433 29.844535 21.00
122.161833 29.837814 23.20
122.167132 29.839452 20.30
122.174542 29.835422 24.00
122.175605 29.837664 24.60
122.171569 29.838023 21.40
122.171070 29.834486 20.50
122.167143 29.834003 22.10
122.172926 29.841172 22.40
122.178216 29.841026 30.20
122.182037 29.841111 31.00
122.185158 29.842563 31.00
122.179966 29.844978 30.00
122.176705 29.843344 26.50
122.185936 29.835894 30.30
122.198331 29.833841 21.40
122.201579 29.835597 31.00
122.194229 29.846552 29.40
122.187938 29.847228 31.00
122.184293 29.845468 30.60
122.174803 29.846221 23.60
122.176936 29.849031 26.10
122.182386 29.848408 27.60
122.164016 29.847666 29.70
122.167250 29.848651 23.90
122.185066 29.853569 28.00
122.188412 29.851476 29.40
122.191194 29.854114 28.10
122.180629 29.852095 25.00
122.193387 29.850610 26.00
122.223753 29.845365 22.00
122.234545 29.862657 22.60
122.230854 29.860424 25.00
122.227205 29.867886 27.10
122.230858 29.866043 25.80
122.222569 29.866807 24.80
122.218702 29.867561 25.50
122.125864 29.856659 20.10
122.137025 29.964610 20.20
122.085051 29.960959 24.10
122.067469 29.976841 22.20
122.059546 29.978903 20.50
122.063137 29.980395 24.20
122.356625 29.988798 20.00
122.362417 29.985743 21.80
122.355047 29.986330 20.10
122.355539 29.980373 20.00
122.360346 29.979875 20.30
122.358603 29.983348 20.30
122.353456 29.983740 20.20
122.372323 29.974754 20.40
122.374978 29.971718 20.30
122.370117 29.969454 20.90
122.375182 29.967936 24.20
122.375264 29.963537 21.80
122.321426 29.948995 26.80
122.321115 29.942704 24.20
122.282944 29.924410 21.10
122.286614 29.922181 29.10
122.290129 29.924522 30.50
122.297522 29.923847 30.40
122.296307 29.921224 27.30
122.322907 29.914990 25.60
122.330309 29.912748 28.20
122.319223 29.911684 26.70
122.315676 29.913224 23.70
122.308439 29.916653 20.80
122.308475 29.912762 22.00
122.312057 29.910842 23.00
122.315723 29.908521 25.50
122.304786 29.908973 21.50
122.301168 29.911263 22.20
122.290378 29.915452 21.10
122.290298 29.919636 30.30
122.297583 29.897080 25.60
122.297835 29.892430 26.80
122.301402 29.890561 30.50
122.294062 29.890347 23.70
122.294153 29.887487 23.20
122.265132 29.879411 29.50
122.290652 29.883522 24.60
122.304890 29.888129 24.60
122.304903 29.890652 28.90
122.312149 29.888490 29.70
122.308586 29.889257 30.00
122.322874 29.895521 25.20
122.312091 29.900992 23.60
122.304909 29.901983 28.30
122.307106 29.898096 31.00
122.319347 29.899147 22.70
122.315750 29.904214 20.60
122.319318 29.906914 29.30
122.342522 29.905118 27.60
122.330159 29.900611 24.90
122.323012 29.902419 26.50
122.333853 29.896379 26.00
122.326636 29.885526 26.90
122.330421 29.886470 26.60
122.326655 29.881846 27.00
122.350859 29.898314 22.80
122.359048 29.892028 20.30
122.353908 29.895090 23.70
122.367820 29.888801 30.00
122.370123 29.882704 27.60
122.354884 29.884017 27.20
122.357456 29.880491 20.50
122.374494 29.879372 22.20
122.130738 29.946502 24.80
122.138148 29.945971 27.60
122.036846 29.983036 26.30
122.039460 29.968332 29.30
122.089908 30.007768 17.50
122.060954 30.007738 17.60
122.105306 30.005810 18.30
122.096038 30.004971 11.00
122.099590 30.004895 16.90
122.081592 30.003365 19.30
122.084626 30.002975 10.80
122.072148 30.002973 16.00
122.073412 30.001513 18.60
122.107460 30.001495 15.50
122.060146 30.000327 19.90
122.090891 29.998989 15.30
122.097374 29.998408 10.30
122.078600 29.998263 10.20
122.050734 29.997718 17.00
122.043143 29.997524 14.30
122.091378 29.997150 16.00
122.044790 29.996896 10.30
122.040099 29.996742 16.90
122.058780 29.996035 17.40
122.065179 29.995550 13.90
122.041942 29.995280 13.60
122.064496 29.993196 18.40
122.040192 29.992862 11.10
122.084844 29.992519 13.80
122.057537 29.992393 15.70
122.044210 29.992323 15.80
122.064817 29.988463 17.80
122.051303 29.987940 11.70
122.064289 29.986160 17.20
122.064413 29.984366 14.90
122.063429 29.982588 13.10
122.248322 29.931816 11.30
122.244912 29.940060 10.90
122.237511 29.936438 13.00
122.233845 29.947237 11.20
122.225978 29.945717 10.00
122.226619 29.946950 14.50
122.229024 29.944868 10.30
122.223096 29.941720 14.40
122.219448 29.941226 15.40
122.215840 29.938669 14.70
122.219476 29.936601 13.90
122.223151 29.935420 16.00
122.233902 29.934028 17.10
122.230259 29.931397 11.50
122.234106 29.930207 12.30
122.226862 29.929649 11.00
122.226684 29.933207 11.00
122.223039 29.931004 10.20
122.248290 29.929461 13.20
122.247753 29.926147 14.60
122.244543 29.923908 13.00
122.244384 29.930815 14.10
122.237922 29.930018 15.80
122.240492 29.926021 13.60
122.238183 29.923314 11.20
122.233928 29.924199 10.80
122.230890 29.922130 10.20
122.229572 29.925824 10.50
122.234057 29.920271 10.60
122.211750 29.920114 11.40
122.219385 29.918941 10.10
122.216183 29.916060 11.70
122.222001 29.916378 10.40
122.208780 29.913617 17.60
122.212004 29.915654 12.70
122.204980 29.917102 17.40
122.035658 29.902705 13.50
122.035747 29.893200 16.30
122.041754 29.891439 17.60
122.060450 29.889547 17.70
122.070931 29.890805 13.10
122.082188 29.894581 13.60
122.088500 29.897288 19.60
122.095759 29.901012 13.00
122.105497 29.903109 16.10
122.099749 29.904487 13.40
122.114665 29.908197 18.90
122.096079 29.944677 19.30
122.108788 29.949601 16.30
122.108959 29.953718 19.80
122.091669 29.951442 14.70
122.096737 29.960838 10.20
122.085332 29.959235 18.90
122.088744 29.961135 17.20
122.091266 29.961485 15.00
122.093484 29.964105 18.00
122.087404 29.962280 17.70
122.109726 29.957915 16.90
122.113662 29.957883 19.10
122.119438 29.954832 16.90
122.118097 29.957655 11.80
122.121826 29.951734 12.70
122.129380 29.951856 11.50
122.126407 29.957930 10.80
122.128649 29.961241 10.80
122.131787 29.973515 14.20
122.131809 29.970003 14.40
122.149323 29.971240 11.20
122.165653 29.966632 12.00
122.163510 29.964128 16.80
122.173149 29.960978 10.20
122.166300 29.962382 10.30
122.175779 29.958349 13.20
122.182989 29.953635 11.40
122.193951 29.946545 11.00
122.201326 29.940739 11.00
122.197595 29.940934 10.70
122.183171 29.938609 13.90
122.194004 29.938619 11.80
122.190502 29.937145 13.30
122.186930 29.940968 10.80
122.186848 29.936220 15.50
122.176068 29.944185 10.20
122.179650 29.941031 13.70
122.175858 29.939375 19.80
122.172343 29.941854 18.40
122.168630 29.942688 17.40
122.116754 29.948184 11.60
122.119706 29.948692 15.30
122.147276 29.947047 18.10
122.157744 29.948472 13.70
122.153700 29.948111 10.00
122.168682 29.945803 14.60
122.164941 29.947915 11.00
122.212208 29.941822 12.80
122.208476 29.943432 11.50
122.204918 29.938708 12.30
122.208649 29.937640 12.20
122.201256 29.937023 12.00
122.212191 29.936496 12.90
122.208548 29.931115 11.10
122.212230 29.931171 10.00
122.215873 29.932524 10.70
122.204930 29.933290 12.50
122.194089 29.931279 14.40
122.194168 29.927545 19.00
122.197741 29.929975 14.30
122.201348 29.931506 11.90
122.204989 29.927288 11.60
122.197690 29.934753 13.10
122.190455 29.932818 17.40
122.204979 29.923813 13.00
122.201375 29.926093 13.90
122.210494 29.925821 10.20
122.197778 29.923644 18.60
122.201385 29.921304 17.50
122.205057 29.920478 14.60
122.214758 29.922326 10.70
122.208597 29.922408 12.40
122.219488 29.928830 10.20
122.215789 29.927393 10.20
122.249109 29.917117 11.40
122.244850 29.916637 10.60
122.250796 29.920697 12.20
122.242899 29.919627 10.90
122.231264 29.917336 10.30
122.234315 29.913959 10.10
122.237443 29.916981 10.40
122.240543 29.914840 10.40
122.212879 29.910000 15.60
122.220671 29.910000 11.70
122.224602 29.912267 11.20
122.226540 29.909397 10.90
122.223758 29.906865 12.20
122.216339 29.912062 12.70
122.217391 29.908240 14.00
122.136513 29.893049 11.20
122.138640 29.882128 10.30
122.138393 29.886379 16.80
122.137248 29.879798 12.20
122.129141 29.874412 14.60
122.135005 29.878438 10.50
122.125824 29.870705 14.60
122.125932 29.865977 19.10
122.121894 29.869013 11.30
122.118658 29.866098 11.20
122.218985 29.901786 14.70
122.216004 29.898650 19.40
122.219802 29.896893 15.80
122.219544 29.905144 13.00
122.214618 29.905186 16.70
122.211199 29.907009 18.80
122.234085 29.898828 10.50
122.229876 29.898828 10.80
122.232217 29.903055 10.10
122.227208 29.903016 10.10
122.224282 29.899172 11.80
122.222987 29.902702 11.90
122.243644 29.899070 10.10
122.240208 29.901855 10.50
122.240898 29.905111 10.00
122.237491 29.905529 10.00
122.235991 29.902261 10.30
122.247651 29.904379 10.50
122.230748 29.909632 10.50
122.228629 29.906166 10.40
122.233501 29.907020 11.10
122.237494 29.908414 10.20
122.241213 29.911001 10.30
122.244701 29.909180 10.30
122.234640 29.910172 11.20
122.254609 29.908498 11.00
122.257388 29.910931 10.70
122.254553 29.914106 11.50
122.252361 29.910858 10.50
122.248619 29.911271 10.30
122.249526 29.907719 10.80
122.244513 29.912804 10.70
122.261395 29.909441 10.30
122.256264 29.917105 12.30
122.262619 29.918537 14.70
122.256912 29.921043 15.30
122.261196 29.914475 12.60
122.260953 29.923028 14.10
122.262915 29.925998 12.80
122.255076 29.924288 14.30
122.258544 29.927333 11.60
122.251930 29.927324 12.90
122.253639 29.900712 10.30
122.257646 29.900509 10.20
122.257038 29.904094 10.30
122.255875 29.897205 10.10
122.259525 29.895771 10.00
122.263061 29.888076 10.80
122.234543 29.854896 17.30
122.238170 29.853394 14.30
122.227401 29.855201 12.40
122.227245 29.852193 19.90
122.223750 29.848140 13.10
122.168568 29.851463 19.60
122.234390 29.872937 14.40
122.237932 29.871609 18.20
122.230407 29.881668 12.70
122.227058 29.883671 14.70
122.227116 29.878609 18.50
122.248736 29.883525 10.30
122.248376 29.881218 10.40
122.248736 29.886364 10.50
122.241403 29.888128 10.40
122.237576 29.888370 10.00
122.230687 29.889218 10.90
122.230628 29.892670 11.80
122.237608 29.892054 11.00
122.226972 29.891303 12.80
122.227008 29.887923 12.90
122.230744 29.884807 11.20
122.223566 29.885635 18.60
122.223091 29.889298 15.40
122.252468 29.880166 13.40
122.256112 29.881527 17.20
122.259620 29.890688 12.00
122.255967 29.889388 11.90
122.252364 29.890996 10.70
122.248673 29.889355 10.20
122.248787 29.893595 10.10
122.237832 29.895325 10.40
122.241453 29.893991 10.30
122.245146 29.891810 10.60
122.234217 29.894319 11.30
122.223316 29.893982 14.00
122.226930 29.896193 11.90
122.219834 29.892228 19.80
122.132755 29.902424 17.50
122.125344 29.905388 11.20
122.120192 29.908517 13.90
122.040182 29.967271 14.50
122.037060 29.965614 15.20
122.038235 29.986352 13.10
122.042784 29.980752 17.10
122.049835 29.980566 14.50
122.073386 29.963839 11.20
122.073071 29.965691 11.90
122.056398 29.960772 17.90
122.067532 29.957594 14.70
122.067369 29.949953 13.80
122.068692 29.944913 19.10
122.058729 29.944827 12.80
122.049575 29.941751 11.40
122.054240 29.948989 11.80
122.054715 29.951178 18.40
122.060557 29.951397 18.60
122.053413 29.960635 17.00
122.073250 29.972543 17.80
122.063307 29.972842 12.20
122.080589 29.969017 11.30
122.079737 29.978692 16.10
122.084243 29.982713 15.40
122.090321 29.976546 11.80
122.095028 29.971426 11.70
122.086532 29.965377 11.80
122.084389 29.967315 15.30
122.082596 29.957538 19.00
122.072736 29.953268 12.00
122.079868 29.960753 10.20
122.081122 29.967475 14.00
122.096657 29.976672 11.80
122.100913 29.979243 18.80
122.106824 29.978235 17.80
122.098929 29.980880 19.40
122.105387 29.962589 10.90
122.122734 29.980263 18.10
122.120291 29.983613 19.30
122.132553 29.982845 13.40
122.126796 29.986866 11.20
122.121418 29.987000 16.50
122.113865 29.982967 13.00
122.108118 29.980742 15.60
122.108183 29.985783 12.60
122.100676 29.985546 13.70
122.102914 29.990010 15.40
122.107217 29.993202 19.30
122.103933 29.991396 18.70
122.109021 29.989108 18.90
122.114794 29.990994 19.70
122.121181 29.989352 12.80
122.111674 29.992602 16.00
122.132362 29.990336 12.20
122.126792 29.990036 13.00
122.135642 29.988608 14.00
122.138387 29.991230 11.60
122.141887 29.989334 16.50
122.153866 29.988183 18.00
122.147749 29.988974 11.80
122.152171 29.984804 17.70
122.156292 29.989639 16.10
122.161246 29.993754 14.00
122.166372 29.989968 13.00
122.143333 29.987533 10.40
122.142318 29.986666 17.80
122.141096 29.983757 19.70
122.143332 29.980044 11.40
122.171598 29.984608 19.30
122.174453 29.983685 11.60
122.176910 29.986558 18.30
122.179817 29.979207 14.50
122.176196 29.980169 13.20
122.185194 29.974842 11.10
122.199763 29.968226 14.10
122.241185 29.933964 12.60
122.051170 29.936427 14.80
122.044456 29.939845 17.00
122.122072 29.864274 15.40
122.122161 29.859503 17.00
122.118598 29.860833 13.90
122.114887 29.862146 11.50
122.103942 29.864697 12.40
122.107729 29.861777 10.50
122.111370 29.859504 10.00
122.133196 29.846540 19.60
122.129505 29.848907 19.00
122.125939 29.851820 18.70
122.122258 29.850064 17.20
122.125939 29.847104 17.50
122.118714 29.848947 15.40
122.115045 29.851452 13.90
122.115070 29.846443 14.80
122.115051 29.857598 12.30
122.118599 29.855010 15.20
122.111314 29.852305 11.60
122.097068 29.854705 10.20
122.096886 29.861502 13.20
122.093103 29.856753 10.50
122.100575 29.842184 10.60
122.104249 29.845164 10.60
122.107808 29.846342 11.50
122.111499 29.847830 12.90
122.118720 29.843971 15.70
122.115086 29.841831 15.00
122.111473 29.844377 13.90
122.107796 29.842764 13.00
122.125946 29.842550 16.70
122.129535 29.844164 18.00
122.122199 29.845344 16.40
122.133268 29.840252 18.20
122.122455 29.840637 16.00
122.104503 29.840644 12.40
122.111538 29.836405 14.50
122.111516 29.839777 14.10
122.118769 29.839059 15.40
122.107797 29.838849 13.60
122.100672 29.834119 12.60
122.107957 29.834835 14.10
122.100637 29.837446 12.00
122.096995 29.835874 10.80
122.122348 29.834325 16.00
122.115190 29.833880 15.20
122.126035 29.836128 16.60
122.136820 29.837886 18.30
122.133386 29.835426 17.40
122.140537 29.834843 18.90
122.129634 29.837945 17.30
122.136859 29.842628 19.50
122.218512 29.837056 15.90
122.234466 29.859259 19.60
122.234376 29.867164 15.00
122.164943 29.943837 17.30
122.134868 29.900041 10.90
122.140349 29.971341 12.20
122.036298 29.932738 16.00
122.123612 29.972773 14.10
122.059541 29.976476 16.10
122.152750 29.897628 10.50
122.140486 29.839601 19.60
122.083227 29.854988 10.90
122.346894 30.015174 14.60
122.344409 30.011862 13.50
122.353364 30.012007 13.50
122.351173 30.015107 13.80
122.356656 30.015151 12.00
122.360558 30.005652 11.60
122.357163 30.008807 13.00
122.356919 30.002552 14.10
122.351679 30.005730 13.90
122.353095 29.999641 15.40
122.357745 29.995894 16.50
122.360577 29.999764 13.00
122.347616 30.008962 13.40
122.346436 30.002468 14.50
122.348773 29.992826 17.70
122.354342 29.993412 18.60
122.349424 29.997360 16.40
122.358694 29.991652 18.30
122.361865 29.989651 16.80
122.351462 29.988104 19.70
122.363785 29.979187 19.80
122.367053 29.980681 16.80
122.366311 29.975773 19.30
122.360809 29.975323 19.70
122.370260 29.978346 13.90
122.365419 29.971956 19.10
122.364561 29.967735 17.30
122.370593 29.965399 12.80
122.373575 29.952984 10.20
122.368455 29.955285 13.20
122.369477 29.953660 11.50
122.360483 29.971965 18.40
122.356590 29.975910 18.70
122.325045 29.954556 10.90
122.323115 29.951844 14.80
122.322315 29.945733 17.40
122.320423 29.949393 19.10
122.318005 29.940448 18.50
122.269694 29.930543 10.10
122.272074 29.928507 12.90
122.265106 29.929389 10.80
122.265387 29.922676 14.80
122.270505 29.921100 15.50
122.268515 29.924927 13.50
122.274472 29.923520 15.20
122.277897 29.921516 16.30
122.279293 29.925299 16.40
122.282963 29.927291 12.30
122.292895 29.925468 11.60
122.282931 29.921820 16.20
122.301304 29.923639 18.50
122.304792 29.920559 12.40
122.315595 29.919440 10.30
122.319124 29.922492 10.80
122.319226 29.917698 16.30
122.326487 29.916766 14.00
122.312022 29.916478 19.50
122.308687 29.909897 18.80
122.304739 29.914466 19.80
122.297538 29.912772 19.50
122.297544 29.908490 13.60
122.291639 29.910092 10.50
122.286678 29.912905 12.80
122.282977 29.915719 14.20
122.295316 29.918655 14.00
122.301134 29.919336 11.70
122.286613 29.919613 16.60
122.276848 29.917282 16.40
122.273117 29.914238 15.20
122.273341 29.917920 16.60
122.269516 29.916604 16.20
122.267781 29.913302 13.30
122.267899 29.909959 11.50
122.264463 29.910607 11.10
122.272715 29.909928 11.70
122.264705 29.907954 11.50
122.265284 29.905053 11.10
122.266173 29.917946 15.70
122.269637 29.907169 11.40
122.274620 29.908012 12.10
122.273086 29.905518 10.80
122.264020 29.901410 10.50
122.266512 29.903069 10.40
122.266903 29.900226 10.30
122.271866 29.900504 10.30
122.275603 29.901975 10.20
122.265030 29.896711 10.20
122.275867 29.892063 12.20
122.275855 29.895552 10.10
122.279508 29.894487 10.10
122.276279 29.899029 10.10
122.283088 29.897185 10.70
122.272263 29.897544 10.00
122.276827 29.910517 12.50
122.283008 29.909852 12.80
122.279440 29.904654 11.10
122.286731 29.905902 11.10
122.297738 29.902887 15.20
122.290316 29.902481 12.30
122.301246 29.905767 13.30
122.290347 29.897046 15.30
122.286755 29.899421 11.80
122.293978 29.899737 16.00
122.301137 29.897046 14.90
122.290405 29.891349 16.30
122.286826 29.894456 10.60
122.286787 29.886079 19.30
122.290431 29.887284 18.10
122.286813 29.889851 16.00
122.279551 29.888849 13.70
122.283182 29.892204 12.10
122.265048 29.890464 11.20
122.272297 29.889557 11.10
122.272325 29.885224 10.80
122.279547 29.884111 10.90
122.272382 29.878988 12.70
122.268829 29.877662 19.60
122.265119 29.881010 17.80
122.294242 29.884706 16.30
122.308546 29.885955 16.30
122.312202 29.886048 14.80
122.312562 29.883013 10.20
122.304916 29.885315 16.80
122.315131 29.891129 10.20
122.315411 29.886652 16.40
122.319961 29.890559 10.60
122.322995 29.896771 19.20
122.315701 29.897534 16.90
122.308386 29.892195 11.60
122.319438 29.896410 15.00
122.319472 29.902092 19.10
122.333748 29.911856 15.80
122.345794 29.903211 17.60
122.338748 29.897440 11.40
122.338349 29.896154 10.00
122.326379 29.893891 16.80
122.330173 29.892233 13.40
122.330354 29.889457 11.80
122.326826 29.890491 16.80
122.326478 29.883267 12.40
122.319488 29.881719 13.00
122.334169 29.889099 19.00
122.342443 29.882663 10.10
122.339232 29.892007 11.70
122.358961 29.894614 16.40
122.366373 29.891942 11.90
122.355894 29.896810 14.00
122.370059 29.885631 14.30
122.363762 29.888943 11.90
122.364614 29.885753 18.50
122.368398 29.883649 13.30
122.358649 29.888923 15.40
122.358790 29.878840 11.80
122.369036 29.876349 16.50
122.373493 29.883099 15.20
122.308496 29.905372 19.60
122.315612 29.937589 12.20
122.270014 29.902953 11.00
122.066712 30.009737 9.50
122.074623 30.009604 7.30
122.078009 30.009347 2.60
122.097954 30.008928 1.40
122.076104 30.008833 8.50
122.095147 30.008599 3.10
122.086459 30.008538 7.50
122.059028 30.007713 4.40
122.093884 30.007626 7.60
122.101153 30.007432 9.30
122.083435 30.007317 0.60
122.096670 30.006727 4.40
122.093894 30.005999 4.20
122.088748 30.005837 2.90
122.086666 30.005559 1.50
122.102758 30.005354 2.80
122.055041 30.005258 6.00
122.054669 30.004685 1.50
122.086718 30.004356 3.00
122.106124 30.003671 8.70
122.108288 30.003475 7.60
122.092869 30.003426 6.30
122.104001 30.003243 2.60
122.089618 30.003092 4.00
122.053457 30.002804 7.70
122.089763 30.001504 4.30
122.103887 30.000816 1.80
122.104467 29.998843 1.00
122.045597 29.997718 2.20
122.049191 29.996961 4.30
122.049377 29.995764 4.80
122.098927 29.995764 5.90
122.038121 29.995645 7.20
122.046270 29.995113 6.10
122.036412 29.994807 3.40
122.046022 29.994212 1.80
122.037562 29.993331 0.30
122.036754 29.992218 3.40
122.097353 29.992179 9.60
122.065697 29.991945 9.60
122.048952 29.991472 8.90
122.045401 29.991431 8.20
122.087215 29.989818 8.90
122.066556 29.987104 8.20
122.066246 29.984461 7.00
122.051541 29.984116 2.50
122.066132 29.982626 3.40
122.105098 29.996800 0.30
122.260133 29.946692 2.80
122.261297 29.948937 5.30
122.256789 29.948509 3.00
122.259295 29.951996 2.10
122.262818 29.934755 8.40
122.262166 29.930244 9.60
122.258563 29.931418 8.80
122.259224 29.934652 8.90
122.252030 29.933415 8.70
122.254389 29.930463 9.70
122.251938 29.939785 7.70
122.255629 29.938850 7.60
122.255562 29.936635 7.50
122.248509 29.939563 8.40
122.241279 29.939573 4.40
122.241215 29.938327 6.90
122.244761 29.937075 7.70
122.237561 29.940201 6.50
122.240713 29.941905 1.90
122.241076 29.943616 5.00
122.237520 29.944034 9.00
122.237535 29.946008 6.40
122.233797 29.946331 1.20
122.229199 29.946493 7.90
122.230261 29.945441 1.50
122.226595 29.944090 4.50
122.230548 29.944501 9.50
122.228246 29.945490 3.50
122.226639 29.946468 1.10
122.219396 29.945601 2.40
122.223066 29.944883 2.40
122.224219 29.944980 1.20
122.223135 29.947574 6.40
122.212100 29.950115 0.90
122.212078 29.946779 4.90
122.215653 29.947794 1.90
122.219302 29.949119 3.70
122.219367 29.950679 5.90
122.223081 29.951028 2.30
122.226424 29.950451 9.70
122.219375 29.953260 3.10
122.226570 29.949373 1.70
122.230243 29.949484 3.10
122.230196 29.947344 1.80
122.229062 29.943101 7.60
122.230354 29.941713 2.50
122.226721 29.941413 0.50
122.223143 29.926132 9.80
122.226378 29.920129 8.70
122.222165 29.922888 8.70
122.218046 29.924178 9.80
122.085665 29.895042 1.30
122.087634 29.896280 9.60
122.091529 29.899079 7.90
122.101217 29.903034 6.50
122.098130 29.904025 9.70
122.113246 29.907764 5.40
122.056360 29.938934 9.70
122.076986 29.941923 3.60
122.081383 29.938818 6.00
122.092534 29.941611 5.60
122.088939 29.941059 2.20
122.111469 29.952445 6.40
122.090048 29.955257 7.60
122.095080 29.959479 4.20
122.090231 29.961718 4.40
122.091803 29.963299 0.30
122.086648 29.957888 8.20
122.112955 29.961098 8.80
122.109592 29.961087 8.40
122.108934 29.959952 1.60
122.115526 29.957761 7.90
122.125713 29.960127 7.50
122.125457 29.961262 4.10
122.123166 29.960625 6.80
122.124117 29.961601 0.10
122.125372 29.962493 1.30
122.118280 29.961135 0.10
122.121665 29.963924 0.70
122.136822 29.973206 6.60
122.128886 29.971280 6.40
122.129109 29.973796 1.40
122.143481 29.970215 6.40
122.138783 29.967885 3.40
122.148483 29.970185 3.60
122.151950 29.971869 1.10
122.146490 29.971835 5.40
122.150420 29.973403 2.10
122.160364 29.965069 0.40
122.157469 29.968464 0.50
122.162299 29.962910 6.70
122.170491 29.962234 8.80
122.167714 29.959504 7.70
122.166203 29.957559 1.30
122.172236 29.954847 4.10
122.175669 29.959951 9.70
122.171181 29.958307 9.50
122.167760 29.954570 0.30
122.183100 29.952098 8.00
122.183075 29.956486 4.60
122.175841 29.953614 5.30
122.186729 29.954292 5.90
122.193963 29.952840 2.90
122.190297 29.951420 7.10
122.186705 29.950448 8.90
122.197618 29.953684 1.20
122.201277 29.954507 0.10
122.201316 29.949800 3.80
122.204850 29.952200 0.80
122.208534 29.948288 4.10
122.197552 29.948922 6.10
122.186708 29.945925 7.60
122.189908 29.943477 9.10
122.194070 29.943494 9.40
122.190190 29.946577 9.20
122.182995 29.943385 9.50
122.116234 29.951109 9.40
122.122400 29.948596 8.30
122.124095 29.948540 3.30
122.134233 29.948079 6.50
122.151787 29.947902 5.00
122.161086 29.949157 0.60
122.168542 29.948988 4.40
122.172320 29.946542 8.80
122.168463 29.950546 0.90
122.172238 29.951331 1.70
122.183138 29.948151 6.40
122.179529 29.945774 7.40
122.179519 29.950510 5.10
122.175849 29.948882 4.50
122.215801 29.943508 9.50
122.213758 29.923278 9.70
122.228398 29.914399 9.50
122.136452 29.891660 4.20
122.135648 29.895376 6.60
122.136884 29.884271 0.20
122.126052 29.874038 5.60
122.133074 29.877054 9.60
122.129384 29.875796 3.50
122.122064 29.872679 9.70
122.118196 29.871417 6.50
122.243794 29.902810 9.50
122.235496 29.899149 9.60
122.238497 29.898966 9.60
122.248206 29.902692 9.90
122.248281 29.898900 9.30
122.243981 29.905915 9.90
122.258742 29.906600 9.70
122.261633 29.904327 9.70
122.261831 29.899697 9.80
122.253012 29.905638 9.80
122.251080 29.901149 9.70
122.245051 29.895849 8.90
122.263189 29.893540 9.50
122.234528 29.851761 0.30
122.230899 29.854847 8.20
122.230899 29.853265 1.60
122.231521 29.875466 0.70
122.234310 29.879464 8.40
122.234298 29.883228 8.80
122.245090 29.883779 9.60
122.241472 29.882136 7.80
122.237951 29.885893 9.20
122.234291 29.886618 9.60
122.237868 29.881049 6.50
122.245255 29.878343 2.60
122.241472 29.878723 4.60
122.249880 29.877609 1.70
122.259652 29.878725 6.30
122.252329 29.885990 9.90
122.259663 29.886123 9.80
122.256001 29.884871 8.90
122.255891 29.893155 9.40
122.130670 29.902311 0.90
122.121674 29.907269 5.10
122.116974 29.910920 8.20
122.044945 29.966088 3.30
122.046967 29.965632 6.70
122.041314 29.966319 4.50
122.046118 29.979584 8.30
122.051199 29.981872 2.60
122.073991 29.970596 2.80
122.080398 29.964316 4.20
122.066800 29.963851 2.60
122.067853 29.958168 5.60
122.064676 29.954564 6.50
122.068510 29.954502 1.50
122.072017 29.951056 5.20
122.075200 29.951658 4.70
122.075363 29.948247 3.00
122.067739 29.948495 0.10
122.049308 29.939648 8.80
122.050688 29.941712 0.40
122.048123 29.944871 7.50
122.051007 29.946048 4.70
122.057785 29.949578 0.60
122.051737 29.951158 8.20
122.063889 29.950999 3.30
122.060227 29.949111 4.60
122.053182 29.954758 6.50
122.065609 29.973764 8.60
122.085891 29.971748 8.40
122.079392 29.973747 5.90
122.082712 29.975248 6.30
