lon lat depth
122.115987 29.927252 106.00
122.115164 29.924558 101.00
122.114765 29.929370 98.00
122.111373 29.927958 95.00
122.102413 29.929258 84.00
122.105547 29.926337 96.00
122.108172 29.925439 102.00
122.109821 29.924613 100.00
122.098964 29.925056 88.00
122.095583 29.927127 88.00
122.107135 29.932522 91.00
122.107840 29.930942 101.00
122.103495 29.931425 102.00
122.098053 29.930973 96.00
122.106986 29.936165 68.00
122.110753 29.933832 91.00
122.114357 29.932682 97.00
122.111299 29.942764 63.00
122.117211 29.941622 63.00
122.114314 29.937325 98.00
122.110977 29.939473 86.00
122.106996 29.942432 57.00
122.116373 29.945927 60.00
122.121828 29.945327 44.00
122.121398 29.942471 33.00
122.108560 29.945894 52.00
122.128450 29.948571 38.00
122.125160 29.942184 58.00
122.125200 29.939749 37.00
122.143184 29.943593 61.00
122.143210 29.941354 60.00
122.146882 29.937138 68.00
122.136035 29.937115 83.00
122.150749 29.933274 74.00
122.154357 29.935052 71.00
122.143249 29.935645 73.00
122.157787 29.940552 40.00
122.157787 29.943716 47.00
122.154238 29.944317 44.00
122.154168 29.942220 47.00
122.150464 29.943238 54.00
122.150562 29.938614 42.00
122.143378 29.946264 47.00
122.183248 29.929157 32.00
122.187026 29.926746 33.00
122.183327 29.924324 53.00
122.179712 29.931568 39.00
122.175838 29.930582 42.00
122.172536 29.927633 68.00
122.176001 29.934630 34.00
122.194325 29.902292 51.00
122.201497 29.903769 40.00
122.197925 29.906380 45.00
122.194297 29.908296 49.00
122.190697 29.905453 55.00
122.186996 29.896251 76.00
122.194356 29.898119 49.00
122.197972 29.896353 46.00
122.190689 29.899109 55.00
122.184246 29.899784 83.00
122.201613 29.899075 43.00
122.197946 29.901235 47.00
122.187086 29.902889 63.00
122.166314 29.904655 90.00
122.170752 29.899736 72.00
122.180445 29.899528 80.00
122.175752 29.901899 71.00
122.176789 29.906240 77.00
122.172980 29.904418 85.00
122.166348 29.902195 76.00
122.164562 29.898625 76.00
122.174952 29.897098 63.00
122.168150 29.896595 63.00
122.170993 29.894196 53.00
122.165415 29.892201 55.00
122.161832 29.894766 63.00
122.157843 29.895649 48.00
122.154774 29.893260 50.00
122.158030 29.890924 47.00
122.170245 29.890544 47.00
