RCID	LON	LAT	symbol
14955	122.398478	31.294823	null
14956	122.307452	31.631484	null
14958	122.026706	30.746916	null
21779	122.2498505	31.8646643	null
21783	122.235119	31.437681	null
21792	122.0606389	32.2269722	null
22329	122.787167	31.068314	null
22346	121.8343611	30.7778611	null
22350	121.8439444	30.7193889	null
22354	121.7567222	30.7848611	null
22387	122.755	30.8966667	null
22392	122.7	31.65	null
22403	122.6381111	31.1498056	null
22406	122.6381389	31.1641111	null
14927	122.037762	31.715927	BOYSPR61.png
14928	122.184065	31.698566	BOYSPR61.png
14929	122.234154	31.35841	BOYSPR61.png
14930	122.134149	31.350077	BOYSPR60.png
14931	122.087529	31.026963	BOYSPR60.png
14932	122.48514	31.105632	BOYSPR61.png
14933	121.945319	32.013199	BOYSPR61.png
14934	121.801432	32.066476	BOYSPR60.png
14935	122.302601	31.101177	BOYSPR60.png
14936	122.033123	31.950617	BOYSPR60.png
14937	121.67074	32.131364	BOYSPR60.png
15080	122.273074	31.044238	null
15081	122.469811	31.00481	null
15082	122.188617	30.958993	null
15083	122.170839	30.886772	null
15084	122.152503	30.810104	null
15085	122.305286	30.810104	null
15086	122.107905	30.781209	null
15087	122.160282	30.77788	null
15088	122.21017	31.832985	null
15089	122.142116	31.878929	null
15090	122.219087	31.046916	null
15073	122.334028	31.401166	null
15074	122.056118	31.040993	null
15075	122.241619	30.833609	null
14879	122.001012	31.842036	null
14880	122.000847	32.141947	null
68375	123.133546	30.716507	null
68376	121.999343	30.688952	null
68377	121.980204	30.680619	null
68378	121.908111	30.675944	null
68379	121.260805	30.67175	null
68380	121.309138	30.610083	null
68381	122.050269	30.539688	null
68382	121.067386	30.554649	null
68383	121.045192	30.544677	null
68384	121.10933	30.492816	null
68385	121.090191	30.4789	null
68386	121.161801	30.437762	null
68387	121.415353	30.346986	null
68388	121.400833	30.45175	null
68389	121.142524	30.423734	null
68390	121.4575	30.338388	null
68391	121.791164	30.04666	null
68392	122.997965	30.031658	null
68393	122.750969	29.752163	null
68403	121.918094	30.217016	null
68404	121.962899	30.274542	null
68414	121.702098	30.039685	null
68420	121.788868	30.073727	null
68421	121.714807	30.015235	null
83959	121.855997	30.204717	null
83964	122.4855833	30.1883056	null
83969	122.883878	30.155557	null
83975	122.5784444	30.0786667	null
83985	122.548041	29.997221	null
84005	122.503149	29.770599	null
85377	122.0600556	30.6793889	null
85428	121.9593611	30.6562222	null
85431	121.9531667	30.4868611	null
85434	121.9531944	30.4453333	null
85437	121.8933056	30.4158889	null
85440	121.8313056	30.4283611	null
85443	121.8403611	30.4823333	null
85446	121.8826389	30.1413056	null
85465	122.3955556	30.0638889	null
85510	121.7640833	30.7016667	null
85552	121.5052778	30.5576389	null
85558	121.4963056	30.6573056	null
85589	121.7976667	30.3035	null
85593	121.7976667	30.3581667	null
85612	121.6447778	30.4280833	null
85616	121.6836111	30.4285556	null
85619	121.7426667	30.3634444	null
85623	121.7381389	30.3414167	null
85626	121.6456389	30.3645278	null
68991	121.559088	30.710048	BOYSPR60.png
68992	121.617466	30.689914	BOYSPR60.png
68993	121.454145	30.684223	null
68994	121.517504	30.681862	null
68995	121.698196	30.679988	BOYSPR61.png
68996	121.726275	30.652328	BOYSPR60.png
68997	121.325199	30.647304	BOYSPR61.png
68998	121.359977	30.639779	null
68999	121.91915	30.638397	BOYSPR60.png
69000	121.841802	30.630325	BOYSPR61.png
69001	121.913188	30.60552	BOYSPR61.png
69002	121.996464	30.558382	BOYSPR60.png
69003	122.211514	30.552849	BOYSPR60.png
69004	122.330059	30.543704	BOYSPR61.png
69005	120.9648056	30.5118333	BOYSPR61.png
69006	121.799402	30.093046	BOYSPR61.png
69007	122.4492222	29.7043056	BOYSPR60.png
69008	122.5052222	29.6951944	BOYSPR61.png
69012	121.857868	30.692541	BOYSPR60.png
69015	121.80098	30.167828	BOYSPR60.png
69016	121.875812	30.654208	BOYSPR61.png
69017	121.896284	30.528266	BOYSPR61.png
69018	121.851285	30.601709	BOYSPR60.png
69020	121.012333	30.547055	BOYSPR61.png
69021	121.993171	30.652542	BOYSPR61.png
69022	122.087536	30.175933	BOYSPR61.png
69023	121.970093	30.248265	BOYSPR60.png
69024	122.0315278	30.2236111	BOYSPR61.png
69025	121.873289	30.195044	BOYSPR61.png
85549	122.3293889	30.1374167	BOYSPR61.png
85563	122.0151667	30.3772778	BOYSPR60.png
85566	121.8734722	30.38425	BOYSPR60.png
85572	121.8944722	30.2746667	BOYSPR60.png
85639	121.0225556	30.49175	BOYSPR61.png
68855	122.175833	30.712861	null
68856	122.254166	30.697861	null
68857	122.191944	30.647305	null
68858	122.205277	30.590083	null
68859	121.359138	30.56175	null
68860	122.0975	30.535638	null
68861	122.424583	30.526833	null
68862	122.174444	30.54425	null
68863	121.134107	30.489428	null
68864	121.089775	30.457178	null
68865	121.802513	30.118267	null
68876	121.875007	30.630875	null
85649	121.0361111	30.4079722	null
69418	122.369975	30.514983	null
69419	122.079157	30.438384	null
69420	122.432554	29.995004	null
69421	122.467305	29.874111	null
69429	122.11999	30.188888	null
69430	122.223472	30.150055	null
69431	122.310504	29.71658	null
69432	122.431724	30.481233	null
60331	122.3181858	29.4282328	null
60347	122.0704835	29.2376387	null
60417	122.2611111	29.1586111	null
60484	122.0338611	28.9907222	null
60489	121.9705833	28.9617222	null
60493	121.95725	28.9130278	null
60497	121.9846667	28.8596667	null
60502	122.0164167	28.8856111	null
60506	122.0351389	28.9557222	null
60508	122.5069444	29.0620833	null
60526	122.5093056	29.3262222	null
49049	121.830405	28.645909	BOYSPR61.png
49052	121.982569	29.039736	BOYSPR61.png
49048	121.660885	28.663322	null
49046	122.036596	29.356675	null
49047	122.002069	28.668464	null
543	121.00054	27.009443	null
544	121.391646	27.543045	null
545	122.500783	27.499988	null
7616	120.8945833	27.5238056	null
7625	120.9672222	27.3722778	null
7628	120.9567778	27.3158889	null
7631	120.8241667	27.3136111	null
7634	120.8705278	27.3727778	null
7641	121.1267778	27.5580278	null
7736	121.9961111	28.1441944	null
7737	121.9504167	28.0906389	null
7742	121.90475	28.0370833	null
7743	121.8378333	28.0371111	null
7748	121.8809444	28.0906944	null
7749	121.9241111	28.1442778	null
7791	121.0628611	27.56625	null
7792	121.1653611	27.5372222	null
7797	121.0571667	27.5371389	null
532	120.36519	27.051553	BOYSPR61.png
533	121.3614722	27.8991667	BOYSPR61.png
534	120.716601	27.457213	BOYSPR61.png
7660	121.3174444	27.8303611	BOYSPR61.png
549	120.777489	27.413769	null
546	121.327467	27.844985	null
16909	120.714425	26.288599	null
16911	120.766646	25.78333	null
22116	122.0	26.5	null
22145	119.9530556	25.8275	null
22210	119.8159722	25.7878333	null
22213	119.8470833	25.7876944	null
22216	119.9544722	26.42875	null
22235	120.2076389	26.2163056	null
22292	120.2635833	26.2721111	null
22301	120.1584167	26.2286944	null
22305	120.1546667	26.1483333	null
22309	120.1960556	26.1329444	null
22314	120.2276944	26.1981667	null
22320	122.0652222	25.6223056	null
16913	119.748608	26.08888	BOYSPR61.png
22317	120.19725	26.7851944	BOYSPR60.png
22138	120.2016667	26.7691667	null
22296	120.2011944	26.25725	null
13731	122.74	26.0156667	null
13755	119.6928889	24.1066389	null
13757	119.8523056	24.1158889	null
336	122.616646	25.699946	null
337	123.984957	24.674964	null
35948	120.4133333	24.2394444	null
35975	119.879181	25.632112	null
35976	119.292089	25.118762	null
35977	119.422282	25.106845	null
35978	119.315367	25.097614	null
35979	119.24384	25.079623	null
35980	119.408804	25.077379	null
35981	119.342526	25.072902	null
35982	119.380831	25.06926	null
35983	119.124842	24.984819	null
35984	119.178264	24.247463	null
35986	119.125037	24.957764	null
35987	118.514964	24.502661	null
44063	119.4712432	25.1516939	null
44121	119.1971569	25.1034642	null
47476	119.3003941	24.4834982	null
51855	120.306368	25.49916	null
55203	119.862	25.667	null
55220	120.4781667	24.6471667	null
55333	119.8908333	25.6903056	null
35941	119.798804	25.776889	BOYSPR60.png
35942	119.704777	25.718529	BOYSPR60.png
35943	119.840525	25.418062	BOYSPR60.png
35944	119.751582	25.378896	null
35945	119.688817	25.260047	BOYSPR60.png
35946	118.833792	24.815878	BOYSPR61.png
35947	118.215336	24.298343	BOYSPR61.png
35972	119.663306	25.714474	null
23321	118.198973	23.636796	null
23322	116.907356	23.354047	null
23323	116.926773	23.456772	null
23324	116.927217	23.433744	null
23326	116.895774	23.457494	null
23331	118.1612778	23.9168056	null
23332	118.230378	23.954375	null
23333	118.259901	23.921849	null
23334	118.210392	23.88519	null
23335	117.550985	23.638991	null
32161	117.1087778	23.2744722	null
32175	117.3011111	23.4225278	null
32185	118.2366667	23.6716667	null
32198	117.01675	23.3036389	null
32202	117.0656111	23.3035556	null
32206	117.0941667	23.2463611	null
32210	116.9609444	23.2463333	null
23358	116.819408	23.256572	null
23359	116.885551	23.413606	null
23360	116.76922	23.164666	null
23361	118.120586	24.206397	BOYSPR61.png
23363	117.56329	23.595214	BOYSPR61.png
23364	118.168363	24.131788	BOYSPR61.png
23365	118.13703	24.170092	BOYSPR60.png
32164	117.1511389	23.5089722	null
32168	117.1941389	23.4698056	null
23367	116.837636	23.319024	null
23366	117.544429	23.693323	null
270	118.999976	22.599988	null
271	119.958818	23.058597	null
2953	119.6575	23.2397222	null
2955	119.665	23.1888889	null
2972	119.9625	23.0697222	null
3763	116.366652	22.899985	null
3764	116.238876	22.883319	null
3765	117.486161	22.659795	null
3767	116.649341	22.995845	null
3768	116.61987	22.955679	null
3769	115.916576	22.742599	null
8317	116.1670899	22.1457423	null
3409	116.669369	23.121398	null
3410	115.982519	22.78371	null
3411	116.493788	22.896624	null
3412	116.624842	23.09676	null
3773	116.591856	23.004127	null
3775	116.601925	23.025261	null
259	117.339996	22.333309	null
260	118.182564	21.683487	null
298	120.535152	22.126542	null
299	120.353411	22.309904	null
300	120.628739	22.217802	null
305	120.3111389	22.4806944	null
306	120.286277	22.494543	null
307	120.436831	22.417305	null
308	120.289545	22.473239	null
309	120.295261	22.326386	null
310	120.384747	22.463513	null
2000	120.4083333	22.255	null
287	121.5786111	22.0686111	null
290	122.699893	21.899967	null
27564	114.376651	22.089156	null
27565	114.511541	22.101745	null
